,origen,destino,demanda,prob_fallo,arc,latitud_o,longitud_o,latitud_d,longitude_d
941,Medellin,Rionegro,44,0.22,Medellin - Rionegro,6.253041,-75.564574,6.144837,-75.375085
942,Medellin,Rionegro,44,0.22,Medellin - Rionegro,6.253041,-75.564574,6.144837,-75.375085
943,Medellin,Rionegro,44,0.22,Medellin - Rionegro,6.253041,-75.564574,6.144837,-75.375085
944,Medellin,Rionegro,44,0.22,Medellin - Rionegro,6.253041,-75.564574,6.144837,-75.375085
945,Medellin,Rionegro,44,0.22,Medellin - Rionegro,6.253041,-75.564574,6.144837,-75.375085
946,Medellin,Rionegro,44,0.22,Medellin - Rionegro,6.253041,-75.564574,6.144837,-75.375085
947,Medellin,Rionegro,44,0.22,Medellin - Rionegro,6.253041,-75.564574,6.144837,-75.375085
948,Medellin,Rionegro,44,0.22,Medellin - Rionegro,6.253041,-75.564574,6.144837,-75.375085
949,Medellin,Rionegro,44,0.22,Medellin - Rionegro,6.253041,-75.564574,6.144837,-75.375085
950,Medellin,Sonson,104,0.22,Medellin - Sonson,6.253041,-75.564574,5.712002,-75.309798
951,Medellin,Sonson,104,0.22,Medellin - Sonson,6.253041,-75.564574,5.712002,-75.309798
355,Bucaramanga,San_Gil,98,0.22,Bucaramanga - San_Gil,7.119349,-73.122742,6.554824,-73.13412
252,Bogota,Fusa,69,0.22,Bogota - Fusa,4.710989,-74.072092,4.345152,-74.361823
251,Bogota,Fusa,69,0.22,Bogota - Fusa,4.710989,-74.072092,4.345152,-74.361823
250,Bogota,Fusa,69,0.22,Bogota - Fusa,4.710989,-74.072092,4.345152,-74.361823
961,Medellin,Sonson,104,0.22,Medellin - Sonson,6.253041,-75.564574,5.712002,-75.309798
960,Medellin,Sonson,104,0.22,Medellin - Sonson,6.253041,-75.564574,5.712002,-75.309798
1045,Palmira,Caloto,100,0.22,Palmira - Caloto,3.537972,-76.297166,3.033544,-76.408081
959,Medellin,Sonson,104,0.22,Medellin - Sonson,6.253041,-75.564574,5.712002,-75.309798
957,Medellin,Sonson,104,0.22,Medellin - Sonson,6.253041,-75.564574,5.712002,-75.309798
956,Medellin,Sonson,104,0.22,Medellin - Sonson,6.253041,-75.564574,5.712002,-75.309798
955,Medellin,Sonson,104,0.22,Medellin - Sonson,6.253041,-75.564574,5.712002,-75.309798
954,Medellin,Sonson,104,0.22,Medellin - Sonson,6.253041,-75.564574,5.712002,-75.309798
953,Medellin,Sonson,104,0.22,Medellin - Sonson,6.253041,-75.564574,5.712002,-75.309798
952,Medellin,Sonson,104,0.22,Medellin - Sonson,6.253041,-75.564574,5.712002,-75.309798
958,Medellin,Sonson,104,0.22,Medellin - Sonson,6.253041,-75.564574,5.712002,-75.309798
1331,Soata,Belen_Boy,81,0.22,Soata - Belen_Boy,6.336161,-72.68157,5.9894,-72.910689
158,Belen_Boy,Duitama,33,0.22,Belen_Boy - Duitama,5.9894,-72.910689,5.826895,-73.032927
1333,Soata,Belen_Boy,81,0.22,Soata - Belen_Boy,6.336161,-72.68157,5.9894,-72.910689
21,Agua_Clara_Cesar,San_Alberto,60,0.22,Agua_Clara_Cesar - San_Alberto,8.248187,-73.596725,7.761063,-73.393617
20,Agua_Clara_Cesar,San_Alberto,60,0.22,Agua_Clara_Cesar - San_Alberto,8.248187,-73.596725,7.761063,-73.393617
19,Agua_Clara_Cesar,San_Alberto,60,0.22,Agua_Clara_Cesar - San_Alberto,8.248187,-73.596725,7.761063,-73.393617
18,Agua_Clara_Cesar,San_Alberto,60,0.22,Agua_Clara_Cesar - San_Alberto,8.248187,-73.596725,7.761063,-73.393617
17,Agua_Clara_Cesar,San_Alberto,60,0.22,Agua_Clara_Cesar - San_Alberto,8.248187,-73.596725,7.761063,-73.393617
16,Agua_Clara_Cesar,San_Alberto,60,0.22,Agua_Clara_Cesar - San_Alberto,8.248187,-73.596725,7.761063,-73.393617
15,Agua_Clara_Cesar,San_Alberto,60,0.22,Agua_Clara_Cesar - San_Alberto,8.248187,-73.596725,7.761063,-73.393617
692,Ibague,Espinal,59,0.22,Ibague - Espinal,4.444676,-75.242438,4.149819,-74.884341
693,Ibague,Espinal,59,0.22,Ibague - Espinal,4.444676,-75.242438,4.149819,-74.884341
694,Ibague,Espinal,59,0.22,Ibague - Espinal,4.444676,-75.242438,4.149819,-74.884341
695,Ibague,Espinal,59,0.22,Ibague - Espinal,4.444676,-75.242438,4.149819,-74.884341
696,Ibague,Espinal,59,0.22,Ibague - Espinal,4.444676,-75.242438,4.149819,-74.884341
8,Agua_Clara_Casa,Villavicencio,134,0.22,Agua_Clara_Casa - Villavicencio,4.748982,-72.997709,4.151382,-73.63769
7,Agua_Clara_Casa,Villavicencio,134,0.22,Agua_Clara_Casa - Villavicencio,4.748982,-72.997709,4.151382,-73.63769
6,Agua_Clara_Casa,Villavicencio,134,0.22,Agua_Clara_Casa - Villavicencio,4.748982,-72.997709,4.151382,-73.63769
5,Agua_Clara_Casa,Villavicencio,134,0.22,Agua_Clara_Casa - Villavicencio,4.748982,-72.997709,4.151382,-73.63769
4,Agua_Clara_Casa,Villavicencio,134,0.22,Agua_Clara_Casa - Villavicencio,4.748982,-72.997709,4.151382,-73.63769
22,Agua_Clara_Cesar,San_Alberto,60,0.22,Agua_Clara_Cesar - San_Alberto,8.248187,-73.596725,7.761063,-73.393617
3,Agua_Clara_Casa,Villavicencio,134,0.22,Agua_Clara_Casa - Villavicencio,4.748982,-72.997709,4.151382,-73.63769
23,Agua_Clara_Cesar,San_Alberto,60,0.22,Agua_Clara_Cesar - San_Alberto,8.248187,-73.596725,7.761063,-73.393617
660,Honda,Mariquita,35,0.22,Honda - Mariquita,5.205118,-74.737081,5.199505,-74.886835
691,Ibague,Espinal,59,0.22,Ibague - Espinal,4.444676,-75.242438,4.149819,-74.884341
690,Ibague,Espinal,59,0.22,Ibague - Espinal,4.444676,-75.242438,4.149819,-74.884341
689,Ibague,Espinal,59,0.22,Ibague - Espinal,4.444676,-75.242438,4.149819,-74.884341
1332,Soata,Belen_Boy,81,0.22,Soata - Belen_Boy,6.336161,-72.68157,5.9894,-72.910689
688,Ibague,Espinal,59,0.22,Ibague - Espinal,4.444676,-75.242438,4.149819,-74.884341
666,Honda,Mariquita,35,0.22,Honda - Mariquita,5.205118,-74.737081,5.199505,-74.886835
665,Honda,Mariquita,35,0.22,Honda - Mariquita,5.205118,-74.737081,5.199505,-74.886835
776,La_Paila,Tulua,227,0.22,La_Paila - Tulua,4.320789,-76.072075,4.089869,-76.191499
777,La_Paila,Tulua,227,0.22,La_Paila - Tulua,4.320789,-76.072075,4.089869,-76.191499
778,La_Paila,Tulua,227,0.22,La_Paila - Tulua,4.320789,-76.072075,4.089869,-76.191499
779,La_Paila,Tulua,227,0.22,La_Paila - Tulua,4.320789,-76.072075,4.089869,-76.191499
780,La_Paila,Tulua,227,0.22,La_Paila - Tulua,4.320789,-76.072075,4.089869,-76.191499
781,La_Paila,Tulua,227,0.22,La_Paila - Tulua,4.320789,-76.072075,4.089869,-76.191499
664,Honda,Mariquita,35,0.22,Honda - Mariquita,5.205118,-74.737081,5.199505,-74.886835
663,Honda,Mariquita,35,0.22,Honda - Mariquita,5.205118,-74.737081,5.199505,-74.886835
662,Honda,Mariquita,35,0.22,Honda - Mariquita,5.205118,-74.737081,5.199505,-74.886835
661,Honda,Mariquita,35,0.22,Honda - Mariquita,5.205118,-74.737081,5.199505,-74.886835
658,Honda,Mariquita,35,0.22,Honda - Mariquita,5.205118,-74.737081,5.199505,-74.886835
651,Girardot,Espinal,21,0.22,Girardot - Espinal,4.304596,-74.803141,4.149819,-74.884341
659,Honda,Mariquita,35,0.22,Honda - Mariquita,5.205118,-74.737081,5.199505,-74.886835
649,Girardot,Espinal,21,0.22,Girardot - Espinal,4.304596,-74.803141,4.149819,-74.884341
1334,Soata,Belen_Boy,81,0.22,Soata - Belen_Boy,6.336161,-72.68157,5.9894,-72.910689
1374,Tulua,Buga,27,0.22,Tulua - Buga,4.089869,-76.191499,3.900508,-76.302189
1375,Tulua,Buga,27,0.22,Tulua - Buga,4.089869,-76.191499,3.900508,-76.302189
1376,Tulua,Buga,27,0.22,Tulua - Buga,4.089869,-76.191499,3.900508,-76.302189
1336,Soata,Belen_Boy,81,0.22,Soata - Belen_Boy,6.336161,-72.68157,5.9894,-72.910689
1377,Tulua,Buga,27,0.22,Tulua - Buga,4.089869,-76.191499,3.900508,-76.302189
1378,Tulua,Buga,27,0.22,Tulua - Buga,4.089869,-76.191499,3.900508,-76.302189
1379,Tulua,Buga,27,0.22,Tulua - Buga,4.089869,-76.191499,3.900508,-76.302189
650,Girardot,Espinal,21,0.22,Girardot - Espinal,4.304596,-74.803141,4.149819,-74.884341
1381,Tulua,Buga,27,0.22,Tulua - Buga,4.089869,-76.191499,3.900508,-76.302189
1380,Tulua,Buga,27,0.22,Tulua - Buga,4.089869,-76.191499,3.900508,-76.302189
1383,Tulua,Buga,27,0.22,Tulua - Buga,4.089869,-76.191499,3.900508,-76.302189
643,Girardot,Espinal,21,0.22,Girardot - Espinal,4.304596,-74.803141,4.149819,-74.884341
644,Girardot,Espinal,21,0.22,Girardot - Espinal,4.304596,-74.803141,4.149819,-74.884341
645,Girardot,Espinal,21,0.22,Girardot - Espinal,4.304596,-74.803141,4.149819,-74.884341
646,Girardot,Espinal,21,0.22,Girardot - Espinal,4.304596,-74.803141,4.149819,-74.884341
1335,Soata,Belen_Boy,81,0.22,Soata - Belen_Boy,6.336161,-72.68157,5.9894,-72.910689
1,Agua_Clara_Casa,Villavicencio,134,0.22,Agua_Clara_Casa - Villavicencio,4.748982,-72.997709,4.151382,-73.63769
2,Agua_Clara_Casa,Villavicencio,134,0.22,Agua_Clara_Casa - Villavicencio,4.748982,-72.997709,4.151382,-73.63769
647,Girardot,Espinal,21,0.22,Girardot - Espinal,4.304596,-74.803141,4.149819,-74.884341
648,Girardot,Espinal,21,0.22,Girardot - Espinal,4.304596,-74.803141,4.149819,-74.884341
1382,Tulua,Buga,27,0.22,Tulua - Buga,4.089869,-76.191499,3.900508,-76.302189
344,Bucaramanga,Malaga,204,0.27,Bucaramanga - Malaga,7.119349,-73.122742,6.703858,-72.729891
345,Bucaramanga,Malaga,204,0.27,Bucaramanga - Malaga,7.119349,-73.122742,6.703858,-72.729891
346,Bucaramanga,Malaga,204,0.27,Bucaramanga - Malaga,7.119349,-73.122742,6.703858,-72.729891
347,Bucaramanga,Malaga,204,0.27,Bucaramanga - Malaga,7.119349,-73.122742,6.703858,-72.729891
354,Bucaramanga,Malaga,204,0.27,Bucaramanga - Malaga,7.119349,-73.122742,6.703858,-72.729891
349,Bucaramanga,Malaga,204,0.27,Bucaramanga - Malaga,7.119349,-73.122742,6.703858,-72.729891
350,Bucaramanga,Malaga,204,0.27,Bucaramanga - Malaga,7.119349,-73.122742,6.703858,-72.729891
351,Bucaramanga,Malaga,204,0.27,Bucaramanga - Malaga,7.119349,-73.122742,6.703858,-72.729891
352,Bucaramanga,Malaga,204,0.27,Bucaramanga - Malaga,7.119349,-73.122742,6.703858,-72.729891
353,Bucaramanga,Malaga,204,0.27,Bucaramanga - Malaga,7.119349,-73.122742,6.703858,-72.729891
1491,Villeta,Bogota,101,0.27,Villeta - Bogota,5.011346,-74.471083,4.710989,-74.072092
348,Bucaramanga,Malaga,204,0.27,Bucaramanga - Malaga,7.119349,-73.122742,6.703858,-72.729891
1108,Pereira,Armenia,35,0.27,Pereira - Armenia,4.808717,-75.690601,4.535,-75.675689
1184,Puerto_Araujo,Puerto_Boyaca,126,0.27,Puerto_Araujo - Puerto_Boyaca,6.52273,-74.082355,5.977237,-74.593395
342,Bucaramanga,Malaga,204,0.27,Bucaramanga - Malaga,7.119349,-73.122742,6.703858,-72.729891
341,Bucaramanga,Malaga,204,0.27,Bucaramanga - Malaga,7.119349,-73.122742,6.703858,-72.729891
340,Bucaramanga,Malaga,204,0.27,Bucaramanga - Malaga,7.119349,-73.122742,6.703858,-72.729891
1181,Puerto_Araujo,Puerto_Boyaca,126,0.27,Puerto_Araujo - Puerto_Boyaca,6.52273,-74.082355,5.977237,-74.593395
1182,Puerto_Araujo,Puerto_Boyaca,126,0.27,Puerto_Araujo - Puerto_Boyaca,6.52273,-74.082355,5.977237,-74.593395
1183,Puerto_Araujo,Puerto_Boyaca,126,0.27,Puerto_Araujo - Puerto_Boyaca,6.52273,-74.082355,5.977237,-74.593395
1492,Villeta,Bogota,101,0.27,Villeta - Bogota,5.011346,-74.471083,4.710989,-74.072092
1185,Puerto_Araujo,Puerto_Boyaca,126,0.27,Puerto_Araujo - Puerto_Boyaca,6.52273,-74.082355,5.977237,-74.593395
1186,Puerto_Araujo,Puerto_Boyaca,126,0.27,Puerto_Araujo - Puerto_Boyaca,6.52273,-74.082355,5.977237,-74.593395
1187,Puerto_Araujo,Puerto_Boyaca,126,0.27,Puerto_Araujo - Puerto_Boyaca,6.52273,-74.082355,5.977237,-74.593395
1188,Puerto_Araujo,Puerto_Boyaca,126,0.27,Puerto_Araujo - Puerto_Boyaca,6.52273,-74.082355,5.977237,-74.593395
1189,Puerto_Araujo,Puerto_Boyaca,126,0.27,Puerto_Araujo - Puerto_Boyaca,6.52273,-74.082355,5.977237,-74.593395
1190,Puerto_Araujo,Puerto_Boyaca,126,0.27,Puerto_Araujo - Puerto_Boyaca,6.52273,-74.082355,5.977237,-74.593395
1191,Puerto_Araujo,Puerto_Boyaca,126,0.27,Puerto_Araujo - Puerto_Boyaca,6.52273,-74.082355,5.977237,-74.593395
343,Bucaramanga,Malaga,204,0.27,Bucaramanga - Malaga,7.119349,-73.122742,6.703858,-72.729891
1493,Villeta,Bogota,101,0.27,Villeta - Bogota,5.011346,-74.471083,4.710989,-74.072092
1502,Villeta,Madrid,65,0.27,Villeta - Madrid,5.011346,-74.471083,4.733779,-74.262757
1495,Villeta,Bogota,101,0.27,Villeta - Bogota,5.011346,-74.471083,4.710989,-74.072092
1114,Pereira,Cartago,36,0.27,Pereira - Cartago,4.808717,-75.690601,4.747221,-75.911629
1115,Pereira,Cartago,36,0.27,Pereira - Cartago,4.808717,-75.690601,4.747221,-75.911629
1116,Pereira,Cartago,36,0.27,Pereira - Cartago,4.808717,-75.690601,4.747221,-75.911629
1117,Pereira,Cartago,36,0.27,Pereira - Cartago,4.808717,-75.690601,4.747221,-75.911629
1118,Pereira,Cartago,36,0.27,Pereira - Cartago,4.808717,-75.690601,4.747221,-75.911629
1119,Pereira,Cartago,36,0.27,Pereira - Cartago,4.808717,-75.690601,4.747221,-75.911629
1113,Pereira,Cartago,36,0.27,Pereira - Cartago,4.808717,-75.690601,4.747221,-75.911629
1120,Pereira,Cartago,36,0.27,Pereira - Cartago,4.808717,-75.690601,4.747221,-75.911629
1122,Pereira,Cartago,36,0.27,Pereira - Cartago,4.808717,-75.690601,4.747221,-75.911629
1192,Puerto_Araujo,Puerto_Boyaca,126,0.27,Puerto_Araujo - Puerto_Boyaca,6.52273,-74.082355,5.977237,-74.593395
1123,Pereira,Cartago,36,0.27,Pereira - Cartago,4.808717,-75.690601,4.747221,-75.911629
1504,Villeta,Madrid,65,0.27,Villeta - Madrid,5.011346,-74.471083,4.733779,-74.262757
386,Buga,Cali,73,0.27,Buga - Cali,3.900508,-76.302189,3.451647,-76.531985
385,Buga,Cali,73,0.27,Buga - Cali,3.900508,-76.302189,3.451647,-76.531985
1121,Pereira,Cartago,36,0.27,Pereira - Cartago,4.808717,-75.690601,4.747221,-75.911629
1494,Villeta,Bogota,101,0.27,Villeta - Bogota,5.011346,-74.471083,4.710989,-74.072092
1112,Pereira,Cartago,36,0.27,Pereira - Cartago,4.808717,-75.690601,4.747221,-75.911629
1110,Pereira,Cartago,36,0.27,Pereira - Cartago,4.808717,-75.690601,4.747221,-75.911629
1496,Villeta,Madrid,65,0.27,Villeta - Madrid,5.011346,-74.471083,4.733779,-74.262757
1497,Villeta,Madrid,65,0.27,Villeta - Madrid,5.011346,-74.471083,4.733779,-74.262757
1109,Pereira,Cartago,36,0.27,Pereira - Cartago,4.808717,-75.690601,4.747221,-75.911629
1498,Villeta,Madrid,65,0.27,Villeta - Madrid,5.011346,-74.471083,4.733779,-74.262757
1499,Villeta,Madrid,65,0.27,Villeta - Madrid,5.011346,-74.471083,4.733779,-74.262757
1500,Villeta,Madrid,65,0.27,Villeta - Madrid,5.011346,-74.471083,4.733779,-74.262757
1111,Pereira,Cartago,36,0.27,Pereira - Cartago,4.808717,-75.690601,4.747221,-75.911629
1501,Villeta,Madrid,65,0.27,Villeta - Madrid,5.011346,-74.471083,4.733779,-74.262757
1161,Popayan,Pasto,247,0.27,Popayan - Pasto,2.444814,-76.614739,1.205884,-77.285787
1160,Popayan,Pasto,247,0.27,Popayan - Pasto,2.444814,-76.614739,1.205884,-77.285787
1159,Popayan,Pasto,247,0.27,Popayan - Pasto,2.444814,-76.614739,1.205884,-77.285787
1158,Popayan,Pasto,247,0.27,Popayan - Pasto,2.444814,-76.614739,1.205884,-77.285787
1157,Popayan,Pasto,247,0.27,Popayan - Pasto,2.444814,-76.614739,1.205884,-77.285787
1503,Villeta,Madrid,65,0.27,Villeta - Madrid,5.011346,-74.471083,4.733779,-74.262757
1162,Popayan,Pasto,247,0.27,Popayan - Pasto,2.444814,-76.614739,1.205884,-77.285787
1202,Ricaurte,Girardot,7,0.27,Ricaurte - Girardot,4.277309,-74.772305,4.304596,-74.803141
1255,San_Alberto,La_Fortuna,91,0.27,San_Alberto - La_Fortuna,7.761063,-73.393617,7.107706,-73.624878
1204,Ricaurte,Girardot,7,0.27,Ricaurte - Girardot,4.277309,-74.772305,4.304596,-74.803141
71,Armenia,La_Paila,57,0.27,Armenia - La_Paila,4.535,-75.675689,4.320789,-76.072075
70,Armenia,La_Paila,57,0.27,Armenia - La_Paila,4.535,-75.675689,4.320789,-76.072075
69,Armenia,La_Paila,57,0.27,Armenia - La_Paila,4.535,-75.675689,4.320789,-76.072075
68,Armenia,La_Paila,57,0.27,Armenia - La_Paila,4.535,-75.675689,4.320789,-76.072075
67,Armenia,La_Paila,57,0.27,Armenia - La_Paila,4.535,-75.675689,4.320789,-76.072075
66,Armenia,La_Paila,57,0.27,Armenia - La_Paila,4.535,-75.675689,4.320789,-76.072075
65,Altamira,Mocoa,177,0.27,Altamira - Mocoa,2.063112,-75.787545,1.15234,-76.651055
64,Altamira,Mocoa,177,0.27,Altamira - Mocoa,2.063112,-75.787545,1.15234,-76.651055
72,Armenia,La_Paila,57,0.27,Armenia - La_Paila,4.535,-75.675689,4.320789,-76.072075
63,Altamira,Mocoa,177,0.27,Altamira - Mocoa,2.063112,-75.787545,1.15234,-76.651055
61,Altamira,Mocoa,177,0.27,Altamira - Mocoa,2.063112,-75.787545,1.15234,-76.651055
60,Altamira,Mocoa,177,0.27,Altamira - Mocoa,2.063112,-75.787545,1.15234,-76.651055
59,Altamira,Florencia,53,0.27,Altamira - Florencia,2.063112,-75.787545,1.615386,-75.604236
58,Altamira,Florencia,53,0.27,Altamira - Florencia,2.063112,-75.787545,1.615386,-75.604236
57,Altamira,Florencia,53,0.27,Altamira - Florencia,2.063112,-75.787545,1.615386,-75.604236
56,Altamira,Florencia,53,0.27,Altamira - Florencia,2.063112,-75.787545,1.615386,-75.604236
55,Altamira,Florencia,53,0.27,Altamira - Florencia,2.063112,-75.787545,1.615386,-75.604236
54,Altamira,Florencia,53,0.27,Altamira - Florencia,2.063112,-75.787545,1.615386,-75.604236
62,Altamira,Mocoa,177,0.27,Altamira - Mocoa,2.063112,-75.787545,1.15234,-76.651055
73,Armenia,La_Paila,57,0.27,Armenia - La_Paila,4.535,-75.675689,4.320789,-76.072075
74,Armenia,La_Paila,57,0.27,Armenia - La_Paila,4.535,-75.675689,4.320789,-76.072075
75,Armenia,La_Paila,57,0.27,Armenia - La_Paila,4.535,-75.675689,4.320789,-76.072075
1337,Sonson,Narino,30,0.27,Sonson - Narino,5.712002,-75.309798,5.611015,-75.174162
1338,Sonson,Narino,30,0.27,Sonson - Narino,5.712002,-75.309798,5.611015,-75.174162
1339,Sonson,Narino,30,0.27,Sonson - Narino,5.712002,-75.309798,5.611015,-75.174162
1340,Sonson,Narino,30,0.27,Sonson - Narino,5.712002,-75.309798,5.611015,-75.174162
1362,Tame,Arauca,420,0.27,Tame - Arauca,6.457094,-71.745515,7.076172,-70.710457
1363,Tame,Arauca,420,0.27,Tame - Arauca,6.457094,-71.745515,7.076172,-70.710457
1364,Tame,Arauca,420,0.27,Tame - Arauca,6.457094,-71.745515,7.076172,-70.710457
1365,Tame,Hato_Corozal,90,0.27,Tame - Hato_Corozal,6.457094,-71.745515,6.129631,-71.773682
1366,Tame,Hato_Corozal,90,0.27,Tame - Hato_Corozal,6.457094,-71.745515,6.129631,-71.773682
1367,Tame,Hato_Corozal,90,0.27,Tame - Hato_Corozal,6.457094,-71.745515,6.129631,-71.773682
1368,Tame,Hato_Corozal,90,0.27,Tame - Hato_Corozal,6.457094,-71.745515,6.129631,-71.773682
1369,Tame,Hato_Corozal,90,0.27,Tame - Hato_Corozal,6.457094,-71.745515,6.129631,-71.773682
1370,Tame,Hato_Corozal,90,0.27,Tame - Hato_Corozal,6.457094,-71.745515,6.129631,-71.773682
1371,Tame,Hato_Corozal,90,0.27,Tame - Hato_Corozal,6.457094,-71.745515,6.129631,-71.773682
1372,Tame,Hato_Corozal,90,0.27,Tame - Hato_Corozal,6.457094,-71.745515,6.129631,-71.773682
1373,Tame,Hato_Corozal,90,0.27,Tame - Hato_Corozal,6.457094,-71.745515,6.129631,-71.773682
1107,Pereira,Armenia,35,0.27,Pereira - Armenia,4.808717,-75.690601,4.535,-75.675689
77,Armenia,La_Paila,57,0.27,Armenia - La_Paila,4.535,-75.675689,4.320789,-76.072075
76,Armenia,La_Paila,57,0.27,Armenia - La_Paila,4.535,-75.675689,4.320789,-76.072075
1475,Villavicencio,Granada,83,0.27,Villavicencio - Granada,4.151382,-73.63769,3.544831,-73.705281
1203,Ricaurte,Girardot,7,0.27,Ricaurte - Girardot,4.277309,-74.772305,4.304596,-74.803141
1476,Villavicencio,Granada,83,0.27,Villavicencio - Granada,4.151382,-73.63769,3.544831,-73.705281
1478,Villeta,Bogota,101,0.27,Villeta - Bogota,5.011346,-74.471083,4.710989,-74.072092
1258,San_Alberto,La_Fortuna,91,0.27,San_Alberto - La_Fortuna,7.761063,-73.393617,7.107706,-73.624878
1257,San_Alberto,La_Fortuna,91,0.27,San_Alberto - La_Fortuna,7.761063,-73.393617,7.107706,-73.624878
1256,San_Alberto,La_Fortuna,91,0.27,San_Alberto - La_Fortuna,7.761063,-73.393617,7.107706,-73.624878
1254,San_Alberto,La_Fortuna,91,0.27,San_Alberto - La_Fortuna,7.761063,-73.393617,7.107706,-73.624878
1253,San_Alberto,La_Fortuna,91,0.27,San_Alberto - La_Fortuna,7.761063,-73.393617,7.107706,-73.624878
1487,Villeta,Bogota,101,0.27,Villeta - Bogota,5.011346,-74.471083,4.710989,-74.072092
1488,Villeta,Bogota,101,0.27,Villeta - Bogota,5.011346,-74.471083,4.710989,-74.072092
1489,Villeta,Bogota,101,0.27,Villeta - Bogota,5.011346,-74.471083,4.710989,-74.072092
1259,San_Alberto,La_Fortuna,91,0.27,San_Alberto - La_Fortuna,7.761063,-73.393617,7.107706,-73.624878
1490,Villeta,Bogota,101,0.27,Villeta - Bogota,5.011346,-74.471083,4.710989,-74.072092
1218,Rionegro,Puerto_Boyaca,215,0.27,Rionegro - Puerto_Boyaca,6.144837,-75.375085,5.977237,-74.593395
1217,Rionegro,Puerto_Boyaca,215,0.27,Rionegro - Puerto_Boyaca,6.144837,-75.375085,5.977237,-74.593395
1216,Rionegro,Puerto_Boyaca,215,0.27,Rionegro - Puerto_Boyaca,6.144837,-75.375085,5.977237,-74.593395
1215,Rionegro,Puerto_Boyaca,215,0.27,Rionegro - Puerto_Boyaca,6.144837,-75.375085,5.977237,-74.593395
1214,Rionegro,Puerto_Boyaca,215,0.27,Rionegro - Puerto_Boyaca,6.144837,-75.375085,5.977237,-74.593395
1207,Ricaurte,Girardot,7,0.27,Ricaurte - Girardot,4.277309,-74.772305,4.304596,-74.803141
1206,Ricaurte,Girardot,7,0.27,Ricaurte - Girardot,4.277309,-74.772305,4.304596,-74.803141
1205,Ricaurte,Girardot,7,0.27,Ricaurte - Girardot,4.277309,-74.772305,4.304596,-74.803141
1219,Rionegro,Puerto_Boyaca,215,0.27,Rionegro - Puerto_Boyaca,6.144837,-75.375085,5.977237,-74.593395
1260,San_Alberto,La_Fortuna,91,0.27,San_Alberto - La_Fortuna,7.761063,-73.393617,7.107706,-73.624878
1261,San_Alberto,La_Fortuna,91,0.27,San_Alberto - La_Fortuna,7.761063,-73.393617,7.107706,-73.624878
1262,San_Alberto,La_Fortuna,91,0.27,San_Alberto - La_Fortuna,7.761063,-73.393617,7.107706,-73.624878
1479,Villeta,Bogota,101,0.27,Villeta - Bogota,5.011346,-74.471083,4.710989,-74.072092
1480,Villeta,Bogota,101,0.27,Villeta - Bogota,5.011346,-74.471083,4.710989,-74.072092
1481,Villeta,Bogota,101,0.27,Villeta - Bogota,5.011346,-74.471083,4.710989,-74.072092
1482,Villeta,Bogota,101,0.27,Villeta - Bogota,5.011346,-74.471083,4.710989,-74.072092
1483,Villeta,Bogota,101,0.27,Villeta - Bogota,5.011346,-74.471083,4.710989,-74.072092
1484,Villeta,Bogota,101,0.27,Villeta - Bogota,5.011346,-74.471083,4.710989,-74.072092
1485,Villeta,Bogota,101,0.27,Villeta - Bogota,5.011346,-74.471083,4.710989,-74.072092
1486,Villeta,Bogota,101,0.27,Villeta - Bogota,5.011346,-74.471083,4.710989,-74.072092
1279,San_Gil,Soata,141,0.27,San_Gil - Soata,6.554824,-73.13412,6.336161,-72.68157
1278,San_Gil,Soata,141,0.27,San_Gil - Soata,6.554824,-73.13412,6.336161,-72.68157
1277,San_Gil,Soata,141,0.27,San_Gil - Soata,6.554824,-73.13412,6.336161,-72.68157
1276,San_Gil,Soata,141,0.27,San_Gil - Soata,6.554824,-73.13412,6.336161,-72.68157
1275,San_Gil,Soata,141,0.27,San_Gil - Soata,6.554824,-73.13412,6.336161,-72.68157
1274,San_Gil,Soata,141,0.27,San_Gil - Soata,6.554824,-73.13412,6.336161,-72.68157
1273,San_Gil,Soata,141,0.27,San_Gil - Soata,6.554824,-73.13412,6.336161,-72.68157
1272,San_Gil,Soata,141,0.27,San_Gil - Soata,6.554824,-73.13412,6.336161,-72.68157
1271,San_Gil,Soata,141,0.27,San_Gil - Soata,6.554824,-73.13412,6.336161,-72.68157
1264,San_Alberto,La_Fortuna,91,0.27,San_Alberto - La_Fortuna,7.761063,-73.393617,7.107706,-73.624878
1263,San_Alberto,La_Fortuna,91,0.27,San_Alberto - La_Fortuna,7.761063,-73.393617,7.107706,-73.624878
1477,Villavicencio,Granada,83,0.27,Villavicencio - Granada,4.151382,-73.63769,3.544831,-73.705281
1106,Pereira,Armenia,35,0.27,Pereira - Armenia,4.808717,-75.690601,4.535,-75.675689
387,Buga,Cali,73,0.27,Buga - Cali,3.900508,-76.302189,3.451647,-76.531985
1104,Pereira,Armenia,35,0.27,Pereira - Armenia,4.808717,-75.690601,4.535,-75.675689
753,La_Fortuna,Puerto_Araujo,105,0.27,La_Fortuna - Puerto_Araujo,7.107706,-73.624878,6.52273,-74.082355
754,La_Fortuna,Puerto_Araujo,105,0.27,La_Fortuna - Puerto_Araujo,7.107706,-73.624878,6.52273,-74.082355
755,La_Fortuna,Puerto_Araujo,105,0.27,La_Fortuna - Puerto_Araujo,7.107706,-73.624878,6.52273,-74.082355
756,La_Fortuna,Puerto_Araujo,105,0.27,La_Fortuna - Puerto_Araujo,7.107706,-73.624878,6.52273,-74.082355
